id;englishTitle;japaneseTitle;startDate;endDate;year;subtype;status;posterImage;episodeCount;episodeLength;totalLength
3603;Kamiwaza Wanda;カミワザ・ワンダ;23/04/2016;25/03/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11762/small.jpg?1453293390;47;24;1128
3604;Muzumuzu Eighteen;ムズムズエイティーン;03/05/2016;14/01/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12286/small.jpg?1467608416;20;2;40
3605;Sore Ike! Sabuibo Mask;それいけ! サブイボマスク;06/05/2016;24/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12180/small.jpg?1463742180;8;1;8
3606;Capsule Boy;캡슐보이;15/05/2016;02/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/13008/small.jpg?1485043812;26;11;286
3607;Turning Mecard W;터닝메카드 W;19/05/2016;25/08/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/40583/small.jpg?1518036888;26;28;728
3608;Otona no Ikkyuu-san;オトナの一休さん;06/06/2016;28/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12392/small.jpg?1468857224;13;5;65
3609;Honobono Log;ほのぼのログ;07/06/2016;18/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12197/small.jpg?1597697960;10;2;20
3610;Xiong Chumo Zhi: Qiu Ri Tuantuanzhuan;熊出没之秋日团团转;09/06/2016;01/01/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/13073/small.jpg?1486236799;52;13;676
3611;Freaky Highschool;ふりぃきぃ～はいすく～る;10/06/2016;29/09/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/40740/small.jpg?1519193764;69;23;0
3612;Kemy Tamheomdae;깨미탐험대;13/06/2016;12/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/13030/small.jpg?1597690906;26;11;286
3613;Fukigen na Mononokean;不機嫌なモノノケ庵;28/06/2016;20/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11826/small.jpg?1597697778;13;24;312
3614;Berserk;ベルセルク;01/07/2016;16/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11655/small.jpg?1597699111;12;24;288
3615;Momokuri (TV);ももくり;01/07/2016;23/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12255/small.jpg?1465927160;13;24;312
3616;Gra-P & Rodeo II;ぐらP&ろで夫II;01/07/2016;30/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12258/small.jpg?1597691188;27;2;54
3617;ReLIFE;ReLIFE;02/07/2016;24/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/10464/small.jpg?1597696919;13;23;299
3618;Hatsukoi Monster;初恋モンスター;02/07/2016;17/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11181/small.jpg?1463150383;12;24;288
3619;Rewrite;リライト;02/07/2016;24/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11410/small.jpg?1597698960;13;24;312
3620;Shokugeki no Souma: Ni no Sara;食戟のソーマ 弍ノ皿;02/07/2016;24/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11612/small.jpg?1597694847;13;24;312
3621;Love Live! Sunshine!!;ラブライブ！サンシャイン!!;02/07/2016;24/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11745/small.jpg?1597697833;13;24;312
3622;Days (TV);DAYS;02/07/2016;18/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11748/small.jpg?1597696571;24;24;576
3623;Arslan Senki (TV): Fuujin Ranbu;アルスラーン戦記  風塵乱舞;03/07/2016;21/08/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11477/small.jpg?1597697665;8;24;192
3624;B-Project: Kodou*Ambitious;B-PROJECT～鼓動＊アンビシャス～;03/07/2016;25/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12088/small.jpg?1467487971;12;24;288
3625;Onara Gorou;おなら吾郎;03/07/2016;24/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12143/small.jpg?1597699228;13;3;39
3626;Chobitto Zukan;ちょびっとづかん;03/07/2016;29/06/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12284/small.jpg?1467608248;52;15;780
3627;New Game!;NEW GAME!;04/07/2016;19/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11467/small.jpg?1597695025;12;24;288
3628;Orange;orange（オレンジ）;04/07/2016;26/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11844/small.jpg?1597697395;13;24;312
3629;Puzzle & Dragons Cross;パズドラクロス;04/07/2016;26/03/2018;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11846/small.jpg?1483874485;89;24;2136
3630;Bananya;ばなにゃ;04/07/2016;26/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11912/small.jpg?1597698923;13;3;39
3631;Saiki Kusuo no Ψ-nan (TV);斉木楠雄のΨ難;04/07/2016;26/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12127/small.jpg?1597696755;120;5;600
3632;Taboo Tattoo;タブー・タトゥー;05/07/2016;20/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/10344/small.jpg?1597699178;12;24;288
3633;Servamp;SERVAMP（サーヴァンプ）;05/07/2016;20/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11210/small.jpg?1597698355;12;24;288
3634;Show By Rock!! Short!!;SHOW BY ROCK!! しょ～と!!;05/07/2016;20/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11493/small.jpg?1597698943;12;5;60
3635;D.Gray-man Hallow;ディー・グレイマン ハロー;05/07/2016;27/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11654/small.jpg?1597697208;13;23;299
3636;Cheer Danshi!!;チア男子!!;05/07/2016;27/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11770/small.jpg?1597698703;12;24;288
3637;Amaama to Inazuma;甘々と稲妻;05/07/2016;20/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11870/small.jpg?1597697466;12;24;288
3638;Fudanshi Koukou Seikatsu;腐男子高校生活;05/07/2016;20/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12103/small.jpg?1597698964;12;3;36
3639;Fate/kaleid liner Prisma☆Illya 3rei!!;Fate/kaleid liner プリズマ☆イリヤ 3rei!!;06/07/2016;21/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11438/small.jpg?1597697602;12;24;288
3640;Masou Gakuen HxH;魔装学園H×H;06/07/2016;21/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11529/small.jpg?1597699091;12;24;288
3641;Tsukiuta. The Animation;ツキウタ。 THE ANIMATION;06/07/2016;28/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11998/small.jpg?1459372292;13;24;312
3642;Scared Rider Xechs;スカーレッドライダーゼクス;06/07/2016;21/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12026/small.jpg?1597699237;12;24;288
3643;Ozmafia!!;オズマフィア;07/07/2016;22/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11829/small.jpg?1486236728;12;5;60
3644;Regalia: The Three Sacred Stars;レガリア The Three Sacred Stars;07/07/2016;24/11/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11948/small.jpg?1597699189;13;24;312
3645;Mahou Shoujo? Naria☆Girls;魔法少女? なりあ☆がーるず;07/07/2016;22/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12244/small.jpg?1465587636;12;8;96
3646;Binan Koukou Chikyuu Boueibu LOVE! LOVE!;美男高校地球防衛部LOVE！LOVE！;08/07/2016;23/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11329/small.jpg?1597692076;12;24;288
3647;Amanchu!;あまんちゅ！;08/07/2016;23/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11432/small.jpg?1597697881;12;23;276
3648;Kono Bijutsubu ni wa Mondai ga Aru!;この美術部には問題がある！;08/07/2016;23/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11466/small.jpg?1597697881;12;24;288
3649;Handa-kun;はんだくん;08/07/2016;23/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11802/small.jpg?1597697876;12;24;288
3650;Thunderbolt Fantasy: Touriken Yuuki;Unknown;08/07/2016;30/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11838/small.jpg?1597697109;13;24;312
3651;Nejimaki Seirei Senki: Tenkyou no Alderamin;ねじ巻き精霊戦記 天鏡のアルデラミン;09/07/2016;01/10/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11433/small.jpg?1597695163;13;23;299
3652;91 Days;91Days;09/07/2016;01/10/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11957/small.jpg?1597694965;12;24;288
3653;Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi;タイムトラベル少女～マリ・ワカと8人の科学者たち～;09/07/2016;24/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12236/small.jpg?1597699011;12;24;288
3654;Hitori no Shita: The Outcast;一人之下 THE OUTCAST;09/07/2016;24/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12250/small.jpg?1467511912;12;24;288
3655;Tales of Zestiria the X;テイルズ オブ ゼスティリア ザ クロス;10/07/2016;25/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11023/small.jpg?1597697852;12;23;276
3656;Ange Vierge;アンジュ・ヴィエルジュ;10/07/2016;25/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11593/small.jpg?1466450904;12;23;276
3657;Qualidea Code;クオリディア・コード;10/07/2016;25/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11653/small.jpg?1597698926;12;23;276
3658;Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen;ダンガンロンパ3 -The End of 希望ヶ峰学園- 未来編;11/07/2016;26/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11579/small.jpg?1597697669;12;24;288
3659;Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd;アクティヴレイド　－機動強襲室第八係－ 2nd;11/07/2016;26/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11618/small.jpg?1465507098;12;24;288
3660;Mob Psycho 100;モブサイコ100;12/07/2016;27/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11578/small.jpg?1597698554;12;24;4
3661;Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen;ダンガンロンパ3 -The End of 希望ヶ峰学園- 絶望編;14/07/2016;22/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12105/small.jpg?1597697537;11;23;253
3662;Battery;バッテリー;15/07/2016;23/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11938/small.jpg?1597699196;11;23;253
3663;Mu Wang Zhi Wang: Qi Lin Jue;墓王之王 麒麟决;21/07/2016;24/11/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/41214/small.jpg?1524192908;20;15;300
3664;Life!;LIFE!;04/08/2016;13/10/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12747/small.jpg?1479488330;2;2;0
3665;Mikan Seijin Arawaru;ミカンせいじん現わる;06/08/2016;06/08/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12916/small.jpg?1597691612;10;1;0
3666;Alps no Shoujo Heidi? Chara Onji;アルプスの少女ハイジ? ちゃらおんじ;11/08/2016;14/09/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12475/small.jpg?1597691630;43;0;7
3667;PJ Berri no Mogumogu Munyamunya;PJベリーのもぐもぐむにゃむにゃ;19/08/2016;09/03/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12912/small.jpg?1486236363;20;2;0
3668;Zhan Guo FAN;战国FAN;22/08/2016;02/11/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/14012/small.jpg?1510539182;15;13;195
3669;Nanatsu no Taizai: Seisen no Shirushi;七つの大罪 聖戦の予兆;28/08/2016;18/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11414/small.jpg?1597697275;4;24;96
3670;Yasamura Yasashi no Yasashii Sekai;やさ村やさしのやさしい世界;02/09/2016;01/01/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12651/small.jpg?1476407377;17;0;0
3671;Heybot!;ヘボット!;18/09/2016;24/09/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12346/small.jpg?1468856865;50;23;1150
3672;Nyanbo!;にゃんぼー!;27/09/2016;28/03/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11945/small.jpg?1458335123;26;5;130
3673;Guomin Laogong Dai Huijia;国民老公带回家;30/09/2016;01/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/13262/small.jpg?1597692333;12;11;132
3674;Bubuki Buranki: Hoshi no Kyojin;ブブキ・ブランキ 星の巨人;01/10/2016;17/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12004/small.jpg?1597692074;12;23;276
3675;WWW.Working!!;WWW.WORKING!!;01/10/2016;24/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12024/small.jpg?1597698995;13;23;299
3676;Time Bokan 24;タイムボカン24;01/10/2016;18/03/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12204/small.jpg?1546782588;24;23;552
3677;Shuumatsu no Izetta;終末のイゼッタ;01/10/2016;17/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12260/small.jpg?1597691257;12;25;300
3678;Digimon Universe: Appli Monsters;デジモンユニバース アプリモンスターズ;01/10/2016;23/09/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12314/small.jpg?1575362338;52;24;1248
3679;Bloodivores;BLOODIVORES;01/10/2016;17/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12539/small.jpg?1475337968;12;24;288
3680;Neko no Dayan: Fushigi Gekijou;猫のダヤン ふしぎ劇場;01/10/2016;20/04/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12652/small.jpg?1476407622;30;3;90
3681;Uta no☆Prince-sama♪ Maji Love Legend Star;うたの☆プリンスさまっ♪マジLOVE レジェンドスター;02/10/2016;25/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11217/small.jpg?1597691978;13;24;312
3682;Mahou Shoujo Ikusei Keikaku;魔法少女育成計画;02/10/2016;18/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11363/small.jpg?1597698565;12;24;288
3683;Show By Rock!! #;SHOW BY ROCK!! ＃;02/10/2016;18/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11494/small.jpg?1597698290;12;23;276
3684;Monster Hunter Stories: Ride On;モンスターハンターストーリーズ RIDE ON;02/10/2016;01/04/2018;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11584/small.jpg?1597699141;75;0;0
3685;Okusama ga Seitokaichou!+!;おくさまが生徒会長!＋!;02/10/2016;18/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11784/small.jpg?1597691479;12;8;96
3686;Tiger Mask W;タイガーマスクW;02/10/2016;01/07/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11966/small.jpg?1475281974;38;23;874
3687;Kidou Senshi Gundam: Tekketsu no Orphans 2;機動戦士ガンダム 鉄血のオルフェンズ 第2期;02/10/2016;02/04/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12005/small.jpg?1597697011;25;24;600
3688;Ame-iro Cocoa in Hawaii;雨色ココア in Hawaii;02/10/2016;18/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12109/small.jpg?1475458694;12;2;24
3689;Koneko no Chii: Ponponra Daibouken;こねこのチー ポンポンらー大冒険;02/10/2016;24/09/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12154/small.jpg?1597698622;51;3;0
3690;Magic-Kyun! Renaissance;マジきゅんっ！ルネッサンス;02/10/2016;25/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12182/small.jpg?1597698278;13;23;299
3691;ViVid Strike!;ViVid Strike!;02/10/2016;18/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12304/small.jpg?1597698074;12;24;288
3692;Cardfight!! Vanguard G: Next;CARDFIGHT!! ヴァンガードG NEXT;02/10/2016;01/10/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12564/small.jpg?1597698259;52;23;0
3693;PePePePengiin;ペペペペン議員;02/10/2016;25/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12606/small.jpg?1475253612;13;5;65
3694;Kimoshiba;きもしば;02/10/2016;25/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12655/small.jpg?1512346942;13;1;0
3695;Ohayou! Kokekkou-san;おはよう! コケッコーさん;02/10/2016;17/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12656/small.jpg?1512599287;50;3;0
3696;Pittanko! Nekozakana;ぴったんこ! ねこざかな;02/10/2016;17/09/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12657/small.jpg?1511470203;50;5;0
3697;Stella no Mahou;ステラのまほう;03/10/2016;19/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11756/small.jpg?1597698543;12;23;276
3698;Touken Ranbu: Hanamaru;刀剣乱舞-花丸-;03/10/2016;19/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11995/small.jpg?1597698944;12;24;288
3699;12-sai.: Chicchana Mune no Tokimeki 2nd Season;12歳。～ちっちゃなムネのトキメキ～;03/10/2016;19/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12270/small.jpg?1597698764;12;24;288
3700;Idol Memories;アイドルメモリーズ;03/10/2016;19/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12307/small.jpg?1477340877;12;26;312
3701;Kaitou Joker 4th Season;怪盗ジョーカー シーズン;03/10/2016;26/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12361/small.jpg?1597691247;13;24;312
3702;Ao Oni The Animation;あおおに ～じ・あにめぇしょん～;03/10/2016;09/01/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12477/small.jpg?1471260784;13;3;39
3703;3-Nen D-Gumi Glass no Kamen;３ねんＤぐみガラスの仮面;03/10/2016;26/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12567/small.jpg?1474910757;13;4;52
3704;Soul Buster;侍霊演武[ソウルバスター];04/10/2016;11/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11803/small.jpg?1479153227;12;13;156
3705;Nobunaga no Shinobi;信長の忍び;04/10/2016;28/03/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11871/small.jpg?1597698372;26;0;4
3706;Shakunetsu no Takkyuu Musume;灼熱の卓球娘;04/10/2016;20/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12009/small.jpg?1467292568;12;24;288
3707;"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori";TRICKSTER -江戸川乱歩「少年探偵団」より-;04/10/2016;28/03/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12234/small.jpg?1489960615;24;23;552
